keyword,_sensitivewords,_popularwords,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,list_google,list_sinashow,list_163,list_qq,list_condop,list_blogprovider,machine_translation,human_translation,notes,themeevents,thememisc,themepeople,themepolitical,themesocial,themetechnology,thcpcnationalcongress2002,thcpcnationalcongress2012,olympics,boxilaiscandal,business,cpcmembergovofficial,censorshipcensorshipsurveillance,censorshipcircumvention,charter08,china,chinasnationalday,chinesedoomsdaycultarrests,chinesesoftwarewebsites,communistpartyofchinacpccriticis,communistpartyofchinacpcgeneralc,companyname,contextunclear,corruptionscandals,democracychinesedemocracymovemen,detention,diaoyusenkakuislandsprotests,dissidentactivist,domesticrelationshongkong,domesticrelationstaiwan,ethnicgroupsgeneralethnic,ethnicgroupshui,ethnicgroupstibetan,ethnicgroupsuyghur,ferraricrashmarch2012,forceddemolitions,gambling,generictechnologyterms,googleleavingchina,government,humanrightsgeneralhumanrights,humanrightsorganizations,illicitgoodsandservices,innermongoliaprotests,internationalrelationssinojapane,internationalrelationsunitedstat,jasminerevolution,jiangzemindeathrumour,law,lottery,mediachineseindependentoppositio,mediachineseprogovernmentmedia,mediageneralmediaterms,mediainternationalmedia,nationalsecuritygeneralnationals,nationalsecuritymilitarypolice,occupymovement,oilpriceprotests,onlinegame,onlinenovels,personidentitycontextunclear,petitioningadministrativesystem,politicalpartiesnoncpc,protest,prurientinterests,relativesassociatesofgovernmento,religionchristianpracticeinchina,religionfalungong,religiongeneralreligion,sarsandotherdiseasesaidsavianflu,sichuanearthquake,sina,spyware,taintedmilkscandal,tiananmensquarejune41989,tibetanselfimmolations,urls,urumqiriots,victimsofcrimeviolentcriminals,wenzhoutraincrash,westernwebsitessocialmedia,agg_Sina_Skype_lists,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,top_aug1_2013_ZHWikipedia_views,top_aug1_2013_ZHWikipedia,top1000_ZHWikipedia_views,top1000_ZHWikipedia,protected_ZHWikipedia,keyword_length,gfw_category
"10+10TH FEB",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"10 +10 TH FEB","February 20 (2011)"," that called for pro-democracy protests around major cities in China on February 20, 2011. For more information, please see: http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.0-5.1;TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only;TOM-Skype Unknown","Jasmine Revolution","10+10TH FEB","10+10TH FEB","events","jasminerevolution","","",,1,"","","",,,,,,11,""
"100% (組合)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"100% (combined)","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",12,1,,,,9,""
"10000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"10000","","Unclear of context.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 2","Context unclear","10000","10000","misc","contextunclear","","",,1,"","","",,,,,,5,""
"10月24日到30日",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"October 24 to 30, 2011","October 24-30","This is likely a reference to an incident in Inner Mongolia. An ethnic Han-Chinese truck driver killed a herder, who had been protesting against destruction of traditional grazing land, in Inner Mongolia. This sparked outrage and protests. The ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only","Inner Mongolia Protests","10yuè 24rì dào 30rì ","10yue 24ri dao 30ri ","events","innermongoliaprotests","","",,1,"","","",,,,,,10,""
"11月5日至15日 出租车禁行",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"November 5 to 15 taxi forbidden line","Nov 5 to 15 taxis banned","[No idea]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Context unclear","","",,1,"Context unclear","Nov 5 to 15 taxis banned","[No idea]",,,,,,15,""
"123",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"123","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",42,1,17137,1,,3,""
"12号院",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"12 homes","Building No. 12","This could be a reference to forced demolitions in Beijing in the lead up to the 2008 Summer Olympics. For more information, please see: http://www.unhcr.org/refworld/docid/412dec764.html.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Forced Demolitions","12hào yuàn ","12hao yuan ","events","forceddemolitions","","",,1,"","","",,,,,,4,""
"12月16日",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"December 16","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",19,1,,,,6,""
"12月18日",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"December 18","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",23,1,,,,6,""
"130",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"133",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"158名各界人士关于维吾尔",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"158 all walks of life about the Uighur","158 names of people (petition) from all walks of life related to Uyghurs","This is related to the Internet petition calling for the release of Ilham Tohti on July 12, 2009. Within 24 hours, 158 cyber signatures were collected -- most of them from Han Chinese people. For more information, please see: http://www.rfa.org",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Ethnic Groups","158míng gèjiè rénshì guānyú wéiwúěr ","158ming gejie renshi guanyu weiwuer ","political","ethnicgroupsuyghur","","",,1,"","","",,,,,,13,""
"163",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"163.fm/S2DBd4D",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"163.fm/S2DBd4D","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Sina UC List 3;Sina UC List 4","URLs","163.fm/S2DBd4D","163.fm/S2DBd4D","technology","urls","","",,1,"","","",,,,,,14,""
"163jipiao.com",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"163jipiao.com","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Sina UC List 3;Sina UC List 4","URLs","163jipiao.com","163jipiao.com","technology","urls","","",,1,"","","",,,,,,13,""
"16大",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"16 large","Sixteenth Party Congress","The 16th National Congress of the CPC was held on November 8-14, 2002 in Beijing. This marked the transition of power between Jiang Zemin and Hu Jintao. For more information, please see: http://en.wikipedia.org/wiki/16th_National_Congress_of_th",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 2","16th CPC National Congress (2002)","16dà ","16da ","events","thcpcnationalcongress2002","","",,3,"","","",,,,,,3,""
"18+延期",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"18 + extension","18 + postpone","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","18 + postpone","",0,1,"","","",,,,,,5,""
"18大",1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"18 large","(short form for) 18th National Congress of the Communist Party of China","This is the leadership transition congress in the CPC that happens every ten years. Hu Jintao and Wen Jiabao are stepping down and handing power off to the next generation of leaders. For more information, please see: http://en.wikipedia.org/wi",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","18th CPC National Congress (2012)","18dà ","18da ","events","thcpcnationalcongress2012","","",,3,"18th CPC National Congress (2012)","18th National Congress"," became code word for the event because of homophone for 18大",,,,,,3,""
"18大+薄",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"18 big + thin","18big + Bo","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","18big + Bo","http://goo.gl/L9oO6",0,1,"","","",,,,,,5,""
"18禁",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"18 ban","","Sexual content",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 3;Sina UC List 4","Prurient Interests","18jìn ","18jin ","social","prurientinterests","","",,2,"","","",,,,,,3,""
"18禁成人游戏",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"18 adult game ban","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Prurient Interests","18jìn chéngrén yóuxì ","18jin chengren youxi ","social","prurientinterests","","",,1,"","","",,,,,,7,""
"18禁情色电影",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"18 ban erotic movie","18+ porn","Sexual content.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Prurient Interests","18jìn qíng sè diànyǐng ","18jin qing se dianying ","social","prurientinterests","","",,1,"","","",,,,,,7,""
"18禁色情电影",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"18 ban porn movies","18+ porn","Sexual content.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Prurient Interests","18jìn sèqíng diànyǐng ","18jin seqing dianying ","social","prurientinterests","","",,1,"","","",,,,,,7,""
"18岁禁入",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"18-year-old ban on entry","18 years +","Sexual content.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 3;Sina UC List 4","Prurient Interests","18suì jìn rù ","18sui jin ru ","social","prurientinterests","","",,1,"","","",,,,,,5,""
"18岁情妇",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"18-year-old mistress","18-year-old mistress","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","18-year-old mistress","http://goo.gl/duLCe",0,1,"","","",,,,,,5,""
"1959年",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1959","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,5,""
"1988年",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1988","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,5,""
"1989",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"1989","1989","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","1989","",0,3,"","","",,,,,,4,""
"1989.*天安門|天安門.*1989",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,19,""
"198964",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"198964","1989, June 4","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Tiananmen Square (June 4 1989)","","",,1,"Tiananmen Square (June 4 1989)","1989, June 4","",,,,,,6,""
"1989年",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"1989","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Tiananmen","","",,2,"","","",,,,,,5,"Tiananmen"
"1989天安门",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1989 Tiananmen","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Tiananmen","","",,1,"","","",,,,,,7,"Tiananmen"
"1989天安門",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1989 Tiananmen","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Tiananmen","","",,1,"","","",,,,,,7,"Tiananmen"
"1998年印尼排華事件",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1998 events in Indonesia China","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",15,1,25328,1,,11,""
"1D专正",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1D are designed","(homonym) One party dictatorship","For more information on the CPC and its policies of one-party rule, please see: http://en.wikipedia.org/wiki/Communist_Party_of_China.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Communist Party of China (CPC)","1Dzhuān zhèng ","1Dzhuan zheng ","political","communistpartyofchinacpccriticis","","",,1,"","","",,,,,,4,""
"1玖8玖",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1 8 Jiu Jiu","(homonym) 1989","For more information on the 1989 democracy movement in China, please see: http://en.wikipedia.org/wiki/Chinese_democracy_movement.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Sina UC List 4;Sina UC List 5","Tiananmen Square (June 4 1989)","1jiǔ 8jiǔ ","1jiu 8jiu ","events","tiananmensquarejune41989","","",,1,"","","",,,,,,4,""
"1元假硬币",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"One yuan coins","Counterfeit 1 yuan coins","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","1yuán jiǎ yìngbì ","1yuan jia yingbi ","social","illicitgoodsandservices","","",,1,"","","",,,,,,5,""
"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",29,1,,,,1,""
"2.7b",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2.7b","2.7b","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","2.7b","http://goo.gl/bRjhv",0,1,"","","",,,,,,4,""
"2.结尾升华",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 at the end of sublimation","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",13,1,,,,6,""
"200+活埋",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"200 + buried alive","200 + bury alive","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","200 + bury alive","",0,1,"","","",,,,,,6,""
"2000+大禹治水",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2000 + Dayu","2000 + Yu the Great Controls the Waters","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","2000 + Yu the Great Controls the Waters","http://goo.gl/f8P36",0,1,"","","",,,,,,9,""
"2003年香港七一游行",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2003 July march in Hong Kong","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,11,"Regional-Hongkong"
"2005年",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2005","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",29,1,,,,5,""
"2005年5月",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"May 2005","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Misc","","",,1,"","","",,,,,,7,"Misc"
"2006年亚洲运动会",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2006 Asian Games","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",19,1,,,,10,""
"2007年區議會選舉",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2007 District Council Election","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,10,"Regional-Hongkong"
"2007年反對人大否決普選遊行",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2007 march against the Congress rejected universal suffrage","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,15,"Regional-Hongkong"
"2007年反对人大否决普选游行",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2007 march against the Congress rejected universal suffrage","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,15,"Regional-Hongkong"
"2007年香港區議會選舉",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2007 Hong Kong District Council Election","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,12,"Regional-Hongkong"
"2008uce.com.cn",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2008uce.com.cn","","",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Sina UC List 3","URLs","2008uce.com.cn","2008uce.com.cn","technology","urls","","",,1,"","","",,,,,,14,""
"2008年爭取2012雙普選大遊行",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2012 pairs in 2008 to fight for universal suffrage parade","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Hongkong","","",,1,"","","",,,,,,17,"Regional-Hongkong"
"2008年藏人抗议事件",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2008 Tibetan protests","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Tibet","","",,1,"","","",,,,,,11,"Regional-Tibet"
"2008年藏人抗議事件",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2008 Tibetan protests","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Regional-Tibet","","",,1,"","","",,,,,,11,"Regional-Tibet"
"2008年福布斯世界體壇富豪榜",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008 Forbes world's richest sports","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",15,1,,,,15,""
"2008年十八禁遊戲列表",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008 eighth game ban list","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,12,""
"2008年四川大地震",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2008 Sichuan earthquake","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,18072,1,,10,""
